director_name,no_of_fb_likes,total_profit,total_imdb_score
Alan Cohn,0.0,1.0759212857142857,6.0
Peter Jackson,0.0,1.6652403922819194,7.675000000000001
Raja Menon,6.0,0.0,8.5
Ric Roman Waugh,29.0,2.8612730666666666,6.5
Hayao Miyazaki,6000.0,0.2924374398197239,8.225
Woo-Suk Kang,0.0,0.0,7.2
Paul Michael Glaser,343.0,1.4119298148148147,6.6
Charles Herman-Wurmfeld,0.0,3.179810729411765,6.2
Maurizio Benazzo,0.0,1.906125,7.2
Li Zhang,0.0,0.007079833333333333,6.0
Henry Jaglom,69.0,0.0,7.0
Marc Levin,12.0,0.982214,7.2
Hao Ning,0.0,0.0,7.550000000000001
Stephen Kijak,3.0,0.0,7.3
Richard Montoya,12.0,0.0,6.3
Christopher Scott Cherot,21.0,3.5411953846153845,6.5
Richard Rich,24.0,0.0,6.0
James Mangold,446.0,1.9236156177196064,7.074999999999999
Joshua Marston,13.0,2.1723993333333333,7.5
Patrick Read Johnson,32.0,2.7283105500000002,5.6
Joseph Gordon-Levitt,23000.0,8.158397666666668,6.6
Alejandro G. Iñárritu,0.0,1.4314387001851852,7.783333333333334
Todd Haynes,162.0,0.45816653518518513,7.133333333333333
Zack Snyder,0.0,1.5438150458846285,7.175
Akiva Schaffer,82.0,0.3367701274509804,6.033333333333334
Luis Valdez,7.0,8.340833230769231,6.8
Joseph Kosinski,364.0,0.6914966155637255,7.175000000000001
Robert Harmon,11.0,1.1129764274509804,5.15
Lana Wachowski,0.0,1.1674596789075278,6.916666666666665
Clark Baker,0.0,0.0,6.2
Jay Russell,13.0,3.150806505050505,6.733333333333333
Kevin Carraway,2.0,0.0,3.5
Barrett Esposito,0.0,0.0,6.7
Damian Nieman,0.0,0.0015729411764705882,6.4
Ralph Fiennes,0.0,0.0,6.2
Tim Chambers,2.0,0.2699317142857143,6.5
Maksim Fadeev,0.0,0.0,4.1
Chris Eyre,149.0,3.35965,7.2
Takeshi Kitano,0.0,0.044775,7.2
Chris Noonan,108.0,1.15959415,6.9
Brian Klugman,49.0,1.9058111666666666,7.1
Joachim Rønning,18.0,0.0,5.7
Olivier Assayas,107.0,15.298711042735043,7.1
Lee Toland Krieger,43.0,0.8495635,6.95
Finn Taylor,4.0,0.464655,7.0
Henry Joost,24.0,11.007458666666667,5.833333333333333
John Glen,46.0,1.8320596722348483,6.6
Brian Baugh,3.0,3.773863,7.1
Andrew Bergman,31.0,0.45103340277777776,4.8
Bruce Beresford,78.0,3.9700214059523806,7.300000000000001
Elia Kazan,603.0,3.5164835164835164,7.866666666666667
John Maybury,11.0,0.21728037931034483,7.1
Kevin Spacey,18000.0,0.1662135391304348,6.4
Jun Falkenstein,25.0,1.5180807,6.3
Georgia Hilton,406.0,0.0,2.2
Daniel Davila,0.0,0.0,7.4
Fred Dekker,87.0,0.45515787234042554,3.9
Nicholas Meyer,120.0,4.83451356969697,7.45
Alex Smith,12.0,0.026268,6.1
Sean McNamara,80.0,1.5652166666666667,6.5
Michael Winnick,155.0,0.0,4.2
Tarsem Singh,763.0,1.0516212220499108,6.125
Mario Van Peebles,535.0,0.0,5.0
Richard Marquand,37.0,9.511551046153846,8.4
Michael Dowse,31.0,0.1505193695652174,6.85
Julian Gilbey,7.0,0.0,6.15
Jee-woon Kim,419.0,0.14005396666666667,6.85
Matt Jackson,0.0,0.0,5.4
Travis Zariwny,4.0,0.0,3.7
Justin Dillon,0.0,1.075925,7.5
Thor Freudenthal,87.0,2.3716317767195765,5.833333333333333
John Gatins,61.0,1.021909,6.9
Wayne Kramer,47.0,1.4897279264705883,7.2
John Carney,109.0,27.227026868055557,7.65
Michael Pressman,34.0,3.14627252,6.0
Jim Mickle,53.0,0.028413846153846154,6.5
Pete Docter,0.0,2.077328352712215,8.233333333333334
Rania Attieh,0.0,0.0,6.3
Tony Krantz,15.0,0.0,5.3
Pascal Chaumeil,8.0,0.0,6.3
David Mamet,342.0,0.6774890714285714,7.05
Al Silliman Jr.,0.0,0.0,4.0
Harold Becker,17.0,1.1082384975769612,6.140000000000001
Monte Hellman,96.0,0.0,6.2
Maurice Joyce,0.0,3.8842542,5.0
Frank Borzage,57.0,0.0,6.6
